"113年11月14日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"1909","榮成","3,076,743","1,439","38,103,830","12.60","12.70","12.25","12.30","-","0.40","12.25","205","12.30","11","0.00",
"2002","中鋼","14,872,731","6,239","330,334,099","22.35","22.40","22.10","22.25","-","0.20","22.20","142","22.25","348","85.58",
"2002A","中鋼特","21,270","22","890,709","41.95","41.95","41.85","41.85","-","0.10","41.85","6","42.00","35","0.00",
"2006","東和鋼鐵","1,017,764","2,965","74,427,601","73.10","73.80","72.70","73.50","+","0.20","72.80","9","73.50","2","11.47",
"2007","燁興","1,750,285","543","17,684,930","10.35","10.40","10.00","10.00","-","0.40","10.00","55","10.05","17","0.00",
"2008","高興昌","53,561","32","1,693,371","31.80","31.80","31.55","31.55","-","0.10","31.50","43","31.60","1","92.79",
"2009","第一銅","1,387,201","1,192","54,703,549","40.00","40.40","38.80","39.20","-","0.80","38.95","6","39.20","7","58.51",
"2010","春源","1,732,994","1,346","30,949,266","18.10","18.10","17.70","17.70","-","0.40","17.70","85","17.75","20","11.35",
"2012","春雨","111,747","134","2,717,643","24.35","24.45","24.25","24.30","-","0.05","24.25","15","24.30","9","17.48",
"2013","中鋼構","49,308","204","2,598,111","52.80","53.00","52.50","52.50","-","0.30","52.50","2","52.60","2","17.98",
"2014","中鴻","5,158,594","2,499","103,582,885","20.40","20.55","19.90","19.90","-","0.40","19.90","81","19.95","3","0.00",
"2015","豐興","245,781","478","18,759,998","75.90","76.90","75.90","76.60"," ","0.00","76.10","2","76.60","2","18.02",
"2017","官田鋼","2,429,933","1,259","28,325,796","11.90","12.15","11.30","11.85","-","0.15","11.80","1","11.85","101","38.23",
"2020","美亞","535,591","631","15,030,634","28.10","28.25","27.95","28.00","-","0.10","28.00","16","28.05","1","6.31",
"2022","聚亨","677,098","474","6,339,651","9.50","9.64","9.30","9.30","-","0.20","9.30","15","9.32","12","155.00",
"2023","燁輝","2,579,270","596","39,045,103","15.15","15.25","15.05","15.15","-","0.10","15.10","25","15.15","272","0.00",
"2024","志聯","9,970","30","199,587","20.70","20.70","19.80","19.80","-","1.05","19.80","3","20.00","1","0.00",
"2025","千興","399,450","192","4,405,393","11.10","11.20","10.90","10.90","-","0.15","10.90","22","11.00","37","0.00",
"2027","大成鋼","8,311,890","4,437","273,003,765","33.20","33.30","32.55","32.65","-","0.65","32.65","100","32.70","7","25.51",
"2028","威致","230,834","188","5,211,393","22.90","22.90","22.35","22.50","-","0.50","22.45","4","22.50","7","18.75",
"2029","盛餘","412,834","235","10,208,035","25.05","25.05","24.55","24.70","-","0.35","24.65","2","24.70","2","13.80",
"2030","彰源","704,593","525","12,872,708","18.90","18.95","18.05","18.05","-","0.75","18.05","26","18.10","2","29.11",
"2031","新光鋼","1,251,248","1,053","61,544,120","50.00","50.00","48.80","49.10","-","0.75","49.05","11","49.10","19","8.42",
"2032","新鋼","154,045","102","2,313,930","15.05","15.20","14.90","14.90","-","0.25","14.90","2","14.95","2","57.31",
"2033","佳大","2,724,467","1,378","71,101,203","25.35","26.85","24.80","26.85","+","2.05","26.80","1","26.85","15","127.86",
"2034","允強","2,334,100","1,587","45,828,093","19.90","20.05","19.35","19.35","-","0.55","19.35","37","19.45","5","0.00",
"2038","海光","1,574,064","723","27,792,843","18.20","18.20","17.10","17.10","-","0.95","17.10","77","17.15","4","342.00",
"2049","上銀","2,896,199","2,964","675,554,691","237.00","239.50","230.50","231.00","-","7.00","231.00","10","231.50","4","41.40",
"2059","川湖","1,738,268","2,245","2,437,379,160","1,370.00","1,435.00","1,365.00","1,385.00","+","20.00","1,385.00","12","1,390.00","3","29.02",
"2062","橋椿","1,467,726","872","46,902,086","32.40","32.45","31.60","31.60","-","0.55","31.60","21","31.70","7","11.58",
"2069","運錩","548,257","364","10,368,253","19.05","19.20","18.70","18.70","-","0.40","18.70","24","18.75","10","17.81",
"2101","南港","12,193,485","6,488","555,809,684","48.00","48.00","44.50","45.40","-","2.55","45.35","1","45.40","36","11.67",
"2102","泰豐","1,687,366","495","36,227,114","21.60","21.85","21.15","21.40","-","0.30","21.35","6","21.40","11","0.00",
"2103","台橡","2,852,159","1,182","66,079,232","23.55","23.65","22.95","23.10","-","0.55","23.05","46","23.10","4","16.38",
"2104","國際中橡","1,594,144","697","23,803,577","14.95","15.05","14.85","15.00","-","0.05","15.00","27","15.05","26","0.00",
"2105","正新","7,345,876","3,310","336,173,119","45.30","46.35","45.20","45.35"," ","0.00","45.35","1","45.40","23","17.38",
"2106","建大","1,130,702","850","32,241,234","28.55","28.80","28.30","28.50","-","0.10","28.50","59","28.60","2","18.39",
"2107","厚生","380,253","597","9,728,569","25.70","25.75","25.45","25.50","-","0.25","25.50","18","25.55","7","14.09",
"2108","南帝","428,409","354","14,672,062","34.55","34.60","34.05","34.15","-","0.40","34.10","13","34.15","1","34.15",
"2109","華豐","463,135","290","8,239,617","17.70","18.00","17.60","17.60"," ","0.00","17.60","15","17.65","9","11.28",
"2114","鑫永銓","55,222","30","5,215,677","94.60","95.00","94.00","94.00","-","0.80","94.00","1","94.50","2","17.34",
"2115","六暉-KY","82,249","65","2,543,628","31.00","31.10","30.80","30.80","-","0.20","30.80","8","30.95","2","16.56",
"2201","裕隆","4,509,587","3,247","248,700,071","56.30","57.00","54.10","54.10","-","1.70","54.10","8","54.20","3","12.79",
"2204","中華","5,114,771","4,128","373,548,999","74.00","74.10","72.30","72.40","-","1.30","72.30","36","72.40","8","8.81",
"2206","三陽工業","3,292,496","1,923","226,558,790","68.70","69.30","68.60","68.80"," ","0.00","68.80","134","68.90","8","10.63",
"2207","和泰車","230,962","417","143,828,056","618.00","629.00","615.00","627.00","+","8.00","622.00","4","627.00","1","17.09",
"2208","台船","3,865,643","2,169","65,981,643","17.30","17.35","16.85","16.85","-","0.45","16.85","30","16.90","24","0.00",
"2211","長榮鋼","584,910","527","60,938,412","106.00","106.00","102.50","102.50","-","3.00","102.50","133","103.50","1","17.14",
"2227","裕日車","145,898","405","13,065,808","90.90","91.20","89.00","89.00","-","1.90","89.00","3","89.70","2","19.82",
"2228","劍麟","490,415","516","51,180,712","106.00","106.00","103.00","103.00","-","2.00","103.00","70","103.50","16","11.96",
"2231","為升","540,633","538","56,967,326","106.00","108.00","104.00","104.00","-","2.00","104.00","8","104.50","2","68.42",
"2233","宇隆","385,817","514","62,563,687","164.00","165.50","160.00","160.00","-","3.50","160.00","34","161.00","6","14.52",
"2236","百達-KY","846,837","633","100,421,333","117.00","121.50","115.50","116.00","-","1.00","116.00","21","117.00","7","773.33",
"2239","英利-KY","274,050","253","10,533,992","39.60","39.85","36.85","38.60","-","1.75","38.20","1","38.65","3","38.99",
"2241","艾姆勒","660,648","460","20,094,609","31.40","31.40","30.00","30.15","-","0.85","30.15","7","30.25","2","0.00",
"2243","宏旭-KY","679,003","514","13,382,069","19.50","20.05","19.40","19.45","+","0.10","19.40","12","19.45","5","0.00",
"2247","汎德永業","57,227","118","16,604,321","290.00","291.50","289.50","290.00","-","0.50","290.00","6","290.50","2","12.54",
"2250","IKKA-KY","263,141","427","25,293,716","96.60","97.50","95.30","95.40","-","0.90","95.30","6","96.10","2","15.14",
"2254","巨鎧精密-創","360,000","116","29,197,500","80.10","85.20","78.30","85.20","+","3.50","80.60","1","85.20","7","0.00",
"2258","鴻華先進-創","231,290","151","9,267,385","40.05","40.55","39.90","39.95","-","0.25","39.95","7","40.40","1","0.00",
"2301","光寶科","8,411,285","5,153","892,267,806","107.00","107.50","105.00","105.00","-","2.00","105.00","434","105.50","138","19.55",
"2302","麗正","894,873","403","16,410,458","18.45","18.60","18.15","18.20","-","0.45","18.20","8","18.25","22","42.33",
"2303","聯電","79,049,126","38,267","3,572,529,777","45.60","45.60","45.00","45.00","-","0.80","45.00","1,466","45.05","85","10.87",
"2305","全友","284,041","212","4,877,940","17.25","17.50","17.00","17.00","-","0.20","17.00","71","17.05","8","212.50",
"2308","台達電","7,491,836","9,970","2,917,167,487","395.00","395.50","386.00","389.00","-","4.50","388.50","82","389.00","47","27.30",
"2312","金寶","59,679,919","22,427","1,583,447,600","26.95","27.05","25.85","26.70","-","0.25","26.70","51","26.75","133","27.81",
"2313","華通","8,548,517","5,152","532,094,172","62.70","63.20","61.60","62.10","-","0.70","62.10","107","62.30","38","13.53",
"2314","台揚","2,260,380","1,583","70,969,569","32.50","32.55","30.80","30.95","-","1.25","30.90","4","31.00","9","0.00",
"2316","楠梓電","2,216,640","2,127","120,133,148","54.60","55.00","53.50","53.90","-","0.60","53.90","19","54.00","9","7.59",
"2317","鴻海","72,322,171","55,336","15,335,395,727","215.00","215.50","209.00","211.50","-","3.00","211.50","532","212.00","264","18.38",
"2321","東訊","19,857","23","313,445","15.15","16.70","15.15","16.70","+","0.30","16.40","1","16.60","1","0.00",
"2323","中環","4,410,717","1,388","51,561,678","11.70","11.90","11.60","11.60","-","0.05","11.60","288","11.65","24","10.94",
"2324","仁寶","54,927,332","20,996","2,096,502,461","38.20","38.65","37.65","38.10","+","0.25","38.05","344","38.10","62","16.78",
"2327","國巨","3,067,921","5,276","1,657,767,921","552.00","555.00","534.00","534.00","-","17.00","534.00","17","535.00","11","13.15",
"2328","廣宇","4,838,487","3,836","186,064,051","38.55","39.30","37.95","38.20","-","0.25","38.15","46","38.20","8","19.00",
"2329","華泰","4,785,121","3,272","167,820,883","35.90","36.20","34.50","34.60","-","1.25","34.60","23","34.65","8","15.73",
"2330","台積電","49,328,914","62,545","50,864,201,443","1,030.00","1,040.00","1,025.00","1,035.00"," ","0.00","1,035.00","2,082","1,040.00","839","29.07",
"2331","精英","1,896,699","982","43,708,091","23.40","23.50","22.85","22.90","-","0.35","22.90","1","22.95","8","37.54",
"2332","友訊","10,652,188","4,154","213,275,115","19.50","20.50","19.50","19.65","+","0.45","19.65","217","19.70","1","67.76",
"2337","旺宏","14,719,073","7,486","313,337,335","22.05","22.05","21.00","21.00","-","1.00","21.00","967","21.05","27","0.00",
"2338","光罩","675,350","791","37,415,263","55.80","55.90","55.10","55.20","-","0.80","55.20","65","55.30","1","32.09",
"2340","台亞","1,384,201","1,059","43,734,779","32.05","32.20","31.20","31.20","-","0.85","31.20","24","31.25","4","0.00",
"2342","茂矽","581,530","614","19,419,842","34.10","34.10","33.00","33.05","-","1.05","33.00","11","33.05","8","0.00",
"2344","華邦電","28,467,962","14,452","511,165,261","18.35","18.35","17.70","17.70","-","0.65","17.70","433","17.75","83","93.16",
"2345","智邦","4,974,241","5,161","3,024,217,484","608.00","622.00","593.00","594.00","-","14.00","594.00","49","595.00","3","34.12",
"2347","聯強","4,073,681","2,620","299,997,898","73.60","74.20","73.10","73.50","-","0.30","73.50","6","73.60","122","14.53",
"2348","海悅","1,111,980","1,250","175,415,089","158.50","160.50","155.50","157.00","+","0.50","157.00","13","157.50","22","9.71",
"2348A","海悅甲特","3,100","4","108,935","35.25","35.25","35.10","35.10","-","0.05","35.10","1","35.20","1","0.00",
"2349","錸德","28,713,711","9,313","428,201,829","14.80","15.15","14.60","14.95","+","0.30","14.95","11","15.00","408","0.00",
"2351","順德","2,298,993","2,210","224,725,376","99.00","99.40","97.00","97.00","-","1.40","97.00","156","97.20","1","27.17",
"2352","佳世達","3,393,795","1,933","122,748,585","36.50","36.55","35.95","36.15","-","0.30","36.05","4","36.15","33","29.39",
"2353","宏碁","18,381,574","9,936","695,387,933","38.20","38.45","37.50","37.55","-","0.70","37.55","330","37.60","4","21.96",
"2354","鴻準","70,322,763","35,895","6,546,643,830","93.60","95.50","91.50","92.00","-","1.60","92.00","90","92.10","47","34.85",
"2355","敬鵬","1,433,983","1,088","55,537,705","39.20","39.40","38.45","38.55","-","0.65","38.50","31","38.60","1","13.62",
"2356","英業達","32,359,882","16,690","1,623,853,292","50.80","51.10","49.50","50.00","-","1.00","50.00","638","50.10","27","26.04",
"2357","華碩","6,514,720","6,207","4,064,904,944","615.00","631.00","613.00","623.00","+","12.00","622.00","10","623.00","37","13.74",
"2359","所羅門","2,160,726","2,115","296,345,706","138.50","139.50","136.00","136.00","-","2.50","136.00","214","136.50","39","0.00",
"2360","致茂","4,633,932","4,739","1,972,973,666","437.50","440.00","416.00","420.00","-","19.50","420.00","30","420.50","1","38.78",
"2362","藍天","2,373,916","1,921","130,367,052","55.40","56.00","54.00","54.10","-","1.00","54.10","38","54.30","9","21.13",
"2363","矽統","6,147,051","4,092","446,825,655","72.50","73.50","72.00","72.30","+","0.10","72.30","28","72.40","65","87.11",
"2364","倫飛","384,244","2,242","32,213,624","87.40","87.40","82.50","82.50","-","2.90","82.50","9","83.00","4","22.18",
"2365","昆盈","4,798,764","3,243","215,512,355","46.45","46.50","43.35","43.55","-","2.10","43.55","6","43.60","7","82.17",
"2367","燿華","3,958,693","2,181","120,260,038","30.65","30.90","30.20","30.20","-","0.45","30.20","171","30.25","9","21.12",
"2368","金像電","6,944,584","5,823","1,232,689,913","176.00","180.50","173.00","180.00","+","2.50","180.00","2","180.50","103","16.07",
"2369","菱生","2,341,683","1,348","43,068,039","18.95","19.00","18.20","18.20","-","0.65","18.20","54","18.25","3","0.00",
"2371","大同","3,456,328","2,054","155,422,390","45.10","45.55","44.65","45.00","-","0.15","44.95","34","45.00","76","12.93",
"2373","震旦行","67,373","165","4,478,476","66.40","67.10","66.20","66.20","-","0.40","66.20","4","66.30","2","14.81",
"2374","佳能","4,574,842","3,370","218,431,472","46.95","48.70","46.95","47.10","+","0.20","47.10","55","47.15","2","28.55",
"2375","凱美","342,696","320","21,721,662","64.30","64.40","63.00","63.00","-","1.40","62.90","9","63.00","10","21.95",
"2376","技嘉","10,360,833","27,556","3,060,735,627","301.50","302.50","291.00","291.00","-","9.50","291.00","51","291.50","24","23.60",
"2377","微星","5,201,000","3,594","894,780,814","172.00","174.00","170.50","171.00","-","1.00","171.00","19","171.50","1","20.43",
"2379","瑞昱","2,395,173","2,447","1,173,853,243","494.00","495.50","485.00","487.00","-","8.00","487.00","22","487.50","2","17.75",
"2380","虹光","329,181","568","2,021,268","6.20","6.23","6.00","6.20"," ","0.00","6.19","8","6.20","3","0.00",
"2382","廣達","27,530,632","44,423","8,668,073,711","319.00","320.50","310.00","314.50","-","7.50","314.50","16","315.00","29","22.40",
"2383","台光電","4,295,829","5,042","1,900,052,559","439.00","445.00","436.00","441.50","+","3.00","441.50","29","442.00","23","17.09",
"2385","群光","2,160,625","1,736","334,998,645","155.00","156.50","154.00","154.50","-","1.50","154.00","102","154.50","4","12.93",
"2387","精元","3,017,141","1,876","182,688,470","60.40","61.30","59.50","61.10","+","0.80","61.00","1","61.10","8","9.40",
"2388","威盛","6,094,704","4,084","647,354,374","107.00","108.00","105.00","105.00","-","1.50","105.00","375","105.50","20","78.95",
"2390","云辰","1,291,188","1,034","17,044,610","13.60","13.75","12.90","12.90","-","0.80","12.90","10","12.95","34","0.00",
"2392","正崴","31,289,790","23,326","2,304,167,887","75.60","75.90","71.60","72.00","-","3.10","72.00","255","72.10","30","19.41",
"2393","億光","3,353,777","2,800","259,033,395","76.50","78.70","75.20","77.60","+","1.60","77.50","65","77.60","6","15.25",
"2395","研華","1,678,896","1,426","549,430,412","324.00","329.50","324.00","328.00","+","3.00","327.00","2","328.00","14","32.73",
"2397","友通","599,467","595","43,070,229","72.60","73.30","70.90","71.10","-","1.90","71.10","6","71.30","1","26.93",
"2399","映泰","7,331,098","3,795","239,746,540","33.30","33.45","32.15","32.60","-","0.60","32.55","3","32.60","27","0.00",
"2401","凌陽","3,309,039","2,072","92,965,403","28.50","28.70","27.85","27.85","-","0.75","27.85","43","27.90","13","0.00",
"2402","毅嘉","4,603,948","3,204","186,065,817","40.60","41.70","39.85","40.15","-","0.85","40.10","13","40.20","33","19.12",
"2404","漢唐","2,925,810","3,717","1,107,126,720","380.50","383.00","373.00","378.00"," ","0.00","376.50","5","378.50","10","13.71",
"2405","輔信","13,051,201","5,149","275,815,345","20.45","21.40","20.45","21.10","+","0.70","21.05","144","21.10","117","527.50",
